Step,Image,Issue Type,Detection Method,Treatment,Rationale
Part 5,ruokolahti_DJI_0088_frame96,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame97,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame98,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame99,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame100,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame101,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame102,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame103,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame104,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame105,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame106,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame107,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame108,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame109,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame110,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame111,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame112,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame113,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame114,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame115,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame116,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame117,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame118,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame119,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame120,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame121,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame122,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame123,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame124,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame125,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame126,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame127,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame128,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame129,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame130,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame131,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame132,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame133,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame134,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame135,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame136,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame137,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame138,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame139,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame140,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame141,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame142,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame143,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame144,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame145,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame146,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame147,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame149,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame150,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame151,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame152,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame153,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame154,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame155,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame156,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame157,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame158,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame159,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame160,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame161,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame162,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame163,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame164,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame165,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame166,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame167,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame168,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame169,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame170,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame171,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame172,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame173,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame174,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame175,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame176,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame177,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame178,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame179,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame180,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame181,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame182,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame183,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame184,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame185,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame186,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame187,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame188,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame189,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame190,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame191,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame192,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame194,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame195,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame196,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame197,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame198,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame199,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame200,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame201,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame202,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame203,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame204,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame205,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame206,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame207,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame208,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame209,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame210,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame211,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame212,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame213,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame214,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame215,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame216,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame217,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame218,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame219,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame220,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame221,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame222,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame223,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame224,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame225,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame226,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame227,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame228,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame229,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame230,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame231,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame232,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame233,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame234,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame235,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame236,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame237,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame238,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame239,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame240,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame241,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame242,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame243,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame245,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame246,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame247,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame248,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame249,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame250,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame251,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame252,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame253,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame254,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame255,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame257,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame258,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame259,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame260,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame261,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame262,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame263,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame264,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame265,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame266,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame267,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame268,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame269,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame270,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame271,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame272,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame273,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame274,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame275,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame276,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame277,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame278,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame279,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame280,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame281,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame282,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame283,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame284,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame285,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame286,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame287,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame288,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame289,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame290,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame291,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame292,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame293,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame294,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame295,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame296,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame297,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame298,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame299,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame300,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame301,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame302,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame303,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame304,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame305,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame306,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame307,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame310,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame311,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame312,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame313,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame314,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame316,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame317,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame318,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame320,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame321,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame322,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame323,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame324,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame325,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame326,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0088_frame327,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame1,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame2,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame3,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame4,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame5,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame6,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame7,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame8,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame9,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame10,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame11,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame12,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame13,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame14,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame15,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame16,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame17,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame18,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame19,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame20,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame21,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame22,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame23,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame24,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame25,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame26,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame27,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame28,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame29,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame30,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame31,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame32,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame33,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame34,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame35,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame36,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame38,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame39,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame40,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame41,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame42,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame43,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame44,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame45,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame46,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame47,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame48,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame49,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame50,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame51,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame52,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame53,Near Duplicate,pHash < 5,Flagged,Temporal static scene
